Crop,Temperature (C),Rainfall (mm),Humidity (%),Sunlight (hours),Soil pH,Soil Nitrogen (%),Soil Phosphorus (ppm),Soil Potassium (ppm),Altitude (m),Wind Speed (m/s),Crop Yield (tons/ha)
Peanut,33.17466554,1825.393448,61.16384217,8.233363906,7.835515625,0.795611323,12.04465521,21.92884399,1929.111389,7.369742771,19.24328896
Maize,17.36955209,1713.226031,40.61469142,9.071098805,5.548618872,0.876062626,16.90002755,31.64760488,1361.088858,12.2780434,13.5565722
Maize,23.78937843,803.1050401,24.49497723,4.499039533,7.570492799,1.839867999,9.754772187,38.73491168,2968.195978,7.00481836,17.00544134
Maize,35.69988129,665.8336309,59.69478641,4.949687753,6.009965604,2.091393905,15.99663015,14.62012945,1319.643732,8.638409377,17.8370799
Peanut,39.64223026,725.694541,38.88611063,6.723273782,5.967447334,1.463687639,10.3021328,39.81343071,1132.935635,8.692234571,20.25006475
Cotton,33.95832378,1279.392691,61.62734555,8.281236057,7.579718404,0.687535008,12.48318044,20.92204093,788.7250242,0.817089383,24.744487
Rice,38.76612306,1035.524266,74.4687061,6.844588424,8.007097236,1.989191018,5.595799076,25.56879991,504.264233,11.97387219,26.41593646
Barley,27.95800325,1514.416315,80.91379983,7.545944113,8.263761108,2.184753949,16.6961443,14.33388032,1664.911845,10.59648072,18.61899337
Soybean,16.74161986,1484.066801,65.04446368,4.685459616,6.502311163,0.713778154,7.050016039,38.42268496,1999.370299,11.65150648,18.66485029
Barley,38.46357336,1673.564679,38.60560753,7.571441246,7.498204841,1.424570011,7.056288346,39.00792424,720.8978077,1.235712095,25.37849798
Sugarcane,38.61907231,821.1197049,28.10789239,11.53359625,5.994324671,0.811415369,12.08775497,25.64354522,1822.142827,0.919568186,16.1784639
Cotton,16.6862591,741.7431054,60.28887371,10.41860086,7.038080253,0.768981635,10.09507978,34.23378487,1420.729615,9.294372727,13.09117299
Cotton,21.22721283,1812.434552,20.3629526,4.001438909,8.463614701,0.563128572,10.34348678,12.82801471,1626.605369,12.08244382,17.97240964
Rice,24.39951648,1786.346408,25.72795995,11.66174704,8.24821296,1.232074013,17.5233241,13.00549467,2735.720284,11.18388025,21.18818772
Barley,15.01148895,1611.891428,73.18630356,8.875532398,6.3979444,0.697396683,5.603716335,13.86401803,491.166838,4.120032976,21.24899212
Sugarcane,34.96614378,754.9882664,64.88182624,5.368489106,7.770145764,0.620207676,16.7807603,29.91268174,1655.120971,3.207787834,25.19057202
Peanut,20.3889284,1181.271769,70.66533049,9.107320551,7.472229595,1.098634627,9.877626594,29.47848405,1295.456902,12.11976044,17.89618105
Cotton,32.63648341,1938.06748,89.56347633,6.333738309,7.262629339,2.432367285,16.20013576,36.05975537,2731.242419,13.88255799,31.74888004
Maize,34.34048498,1188.32233,77.41124479,9.159314092,6.824192086,1.875735795,13.14093234,13.79737891,2403.252101,9.523002994,23.75146624
Sugarcane,28.8753023,1497.237461,77.3870218,8.675478791,5.919265371,2.487916561,11.70511569,22.80900732,2520.921642,3.492177532,24.14931598
Barley,38.81922549,1826.774179,62.22034109,7.893194626,7.24201161,2.108268405,14.62695238,12.91629738,1190.291489,14.08781638,28.51435513
Rice,22.48688734,1085.139516,71.5533654,4.724508219,8.261286774,0.547696047,12.72402511,33.23886082,812.7807015,10.7763969,15.66224662
Peanut,22.58450161,1752.709986,64.25440711,4.587604825,6.507657334,1.56011738,14.13337414,23.86064953,2080.269848,4.364463124,24.44640763
Cotton,31.87437012,715.2237249,58.57588104,10.91712972,8.296448209,1.293463175,8.720571608,16.80426171,1931.056278,5.839074678,17.43961016
Wheat,30.76331385,606.6168942,88.37165765,7.622441008,7.912480916,1.173498914,15.43405062,20.29941635,632.1242731,7.60896139,17.06407106
Sugarcane,19.22612343,555.4064129,73.43191827,8.844132046,7.55106575,2.469550719,13.56546294,18.96255144,290.1012468,7.070396436,12.12389095
Maize,29.39685721,1808.828822,82.66758904,9.314668492,7.315730201,1.535075019,10.87383347,27.58650303,1343.692593,12.42597037,22.20271255
Peanut,33.0175592,966.7861609,73.77846294,8.230914862,7.445581904,2.351626232,7.254846055,36.54571533,1026.229288,1.152830827,21.0148793
Rice,21.55014307,609.0144836,79.02300045,10.35585213,6.447734801,1.666916204,6.92903648,18.21927477,2091.444072,0.691114963,17.9004994
Wheat,24.2802535,718.2015657,74.62585062,4.26126939,5.896338849,1.43671838,13.09915266,38.07055737,1747.422878,8.543973779,15.88048139
Cotton,37.21893013,1869.686582,24.54576295,5.956802701,7.984015685,1.142858555,17.86833008,22.19245912,1304.754538,8.010135462,20.79130044
Peanut,19.48882327,1585.168889,79.58759477,10.42044803,5.656040134,0.588130119,12.55696928,36.35369858,865.7856001,2.115308189,17.17125093
Rice,38.58634682,1234.878483,76.9658507,4.418246356,6.56069039,1.936371423,18.71235132,15.24418998,2163.987626,0.639058932,19.89521476
Tomato,27.04388226,1481.841994,85.54805415,10.48560544,7.667664688,1.118963047,18.52734522,24.73017126,351.6288734,2.000836279,18.77739498
Wheat,27.63109565,1609.388151,70.70022069,8.476877546,5.706651479,0.614659133,14.22626938,17.4533396,1573.727591,7.088196497,25.49950274
Wheat,22.0628624,1366.702912,73.46408689,10.95264368,8.058403655,2.226184298,14.82934856,22.01137028,693.6406725,12.47803349,16.50197904
Maize,30.25818097,1367.304044,35.53939804,5.055665887,7.634185191,1.329472808,9.640347335,31.97778182,1430.783728,4.227121891,16.81268586
Wheat,36.83624604,557.4566257,77.95142787,6.143877026,5.698970397,1.993823824,18.18664344,39.61485951,2400.369444,9.416260106,27.51657252
Peanut,38.86260506,1246.49957,72.35744938,10.01449379,5.728291691,2.0462007,8.262063673,34.48263166,815.6826488,3.450555316,26.99734033
Wheat,29.44823078,1396.056203,86.74365334,8.328331627,5.725791969,0.677748175,15.82116659,36.43972908,1972.559819,2.203502802,30.1176739
Sugarcane,35.11571897,1114.101311,61.95588806,4.406819966,6.266187194,2.429358993,16.90019357,26.46460977,1598.326531,0.270589637,20.99999737
Tomato,33.17260802,1497.7985,79.67545676,4.660897798,6.142028756,1.951822048,6.779238215,27.57542211,956.0341134,4.349930914,19.07704937
Cotton,24.04068704,1634.546729,62.2754812,9.785652998,7.470672755,1.4520899,18.3275152,37.7180418,1681.358575,13.83029707,22.78830268
Wheat,21.65599076,1348.576734,23.93777634,11.87197602,6.875830448,2.184922498,18.22630841,38.34935213,925.4449989,10.88622311,12.19657054
Maize,20.57657744,964.1093879,82.73068221,5.586533571,6.339130046,1.967447421,8.175789307,26.44230404,896.5846566,6.034547625,22.73077463
Wheat,27.5772804,1999.76385,24.7333886,6.695474779,7.403895294,2.215496929,16.63076071,16.19233375,1041.730895,13.83256153,20.69991362
Cotton,33.23025239,1727.596329,37.68528826,5.628352199,5.82960288,2.151517895,17.52223091,21.77782592,1483.435413,14.5628769,22.4657191
Wheat,15.86231039,1227.958281,50.63127944,11.37357753,6.698881441,2.319303979,19.60011157,38.85797529,2786.325801,3.408238486,22.58979833
Wheat,32.89318785,1448.367416,52.435367,5.124875238,6.431508245,0.893182856,6.902013217,29.97628272,185.7319376,1.01317312,15.27677952
Peanut,16.84838582,986.9269574,71.99956719,10.15546763,7.045667944,0.956398843,9.279750204,20.82237191,1463.774279,4.430057039,16.52898564
Rice,19.16208661,1572.6722,35.41813075,4.847293618,8.250953508,0.969803918,7.129711116,36.64971005,113.6129118,1.812080826,11.31457137
Rice,23.66639761,573.8047431,40.49369822,10.53119512,6.805924368,1.895486032,14.31089598,30.35773419,2266.070775,13.00723351,14.45621368
Potato,27.89831668,1862.697375,29.62648315,11.4606799,8.091345754,2.427126268,9.370483659,22.37138578,2504.52253,4.159803781,25.63290941
Peanut,29.27401311,1231.307165,77.20900568,9.837388102,6.937315186,2.080524002,18.88603641,34.58305139,966.2675475,10.92287121,21.72716771
Maize,21.48509889,1402.171648,22.41531637,6.062564308,7.389539456,1.387155281,5.315198419,27.77265328,2510.050842,0.014122977,18.5217739
Cotton,28.04033446,1589.781552,69.4919956,9.660856309,6.948428471,1.031042249,15.88002179,17.23825223,665.2946055,9.904145814,22.90296915
Cotton,21.40801516,682.9123913,44.73174132,10.7257726,7.669273061,1.075796802,7.606868351,35.45638693,209.989424,9.816028718,19.37420681
Rice,25.15871065,1956.745971,77.42671448,8.396501287,6.939886634,1.049852329,17.9004658,21.31404016,1511.452314,2.411071875,19.775431
Rice,26.33803352,1749.905951,30.04175462,7.040063829,8.105241757,0.583023145,7.327114711,30.77662777,326.6872,3.626039172,22.26123184
Maize,20.85319365,882.8747721,22.92485816,10.61080768,6.214000766,1.727825063,10.92958891,27.56124079,1013.001569,0.144157356,15.40835654
Cotton,29.0795362,1982.43872,51.5957198,6.785476808,6.037410974,1.835881925,13.9804767,27.38495818,154.1850987,10.8776506,21.4301238
Potato,36.25083721,1942.676563,37.09336108,8.550543603,8.251339842,1.542315752,16.79065837,29.88011248,2661.953052,14.21821171,19.81055267
Potato,18.11619529,1735.091732,51.3849311,10.25618709,7.480850329,2.113799814,13.50222677,24.68435565,2985.68817,0.171444916,21.64888964
Tomato,31.94692206,1476.871328,55.47334628,7.487563107,6.92696215,1.572066943,15.33021433,31.58313544,2658.571031,5.459408065,20.24103075
Barley,30.31930817,1467.845837,73.86038653,4.542617449,8.114258551,1.111598023,11.81347334,38.65530622,875.7266601,10.9260183,18.60268546
Maize,31.30288933,1629.464329,22.64155975,7.251297646,5.82880488,0.721400096,17.1027928,37.11679875,60.75506961,13.43061281,19.97854016
Maize,38.30450537,501.3721283,20.57252956,5.874561659,7.357786386,0.66397993,11.99683154,25.29718005,1879.671531,7.708416485,21.6142735
Barley,36.68095116,858.2263046,27.00988438,11.70329936,6.563608147,1.854983034,6.578039075,18.41298666,2925.872784,3.600832165,16.01596688
Maize,18.14216403,1859.416499,53.40009926,5.252227548,6.171948668,0.669523191,16.46969427,19.54585289,698.7958031,10.55444629,17.10858926
Peanut,26.67028244,1118.926209,70.12070276,5.335401907,5.752402606,1.801335464,17.461603,15.81995141,2175.878594,4.739085113,19.22022265
Tomato,31.86622408,1332.434166,57.78046929,4.958103968,6.299425853,1.326912074,14.41814128,27.09721679,1560.828759,10.47945615,25.60696429
Potato,30.05950961,1961.396817,46.98588618,4.323276897,6.440912112,0.814997068,9.315682921,19.53817809,744.2618581,10.98223964,22.53246654
Wheat,20.45034398,1023.578652,25.42213756,10.94529311,7.407327093,1.303414588,19.68602295,15.8857471,1020.110988,7.775090828,16.71024689
Cotton,35.82500121,839.01756,85.36622446,8.826579994,6.708476342,1.728716582,7.326325586,25.18805628,1454.202449,1.055624564,24.77694861
Potato,28.81374521,703.9166155,79.00444432,10.7238764,5.718929119,1.388077039,17.35635548,26.91117899,860.5308507,6.898499401,24.36690616
Tomato,36.92174394,653.9131319,56.6834005,9.913397224,6.049810871,1.532690709,18.89472166,13.05055701,1075.665401,7.446636232,22.28149741
Wheat,32.63131529,906.3792149,20.134661,8.918282947,5.89112312,1.737139396,5.396540511,36.75712515,209.3148846,13.37272085,20.19456486
Tomato,20.25895085,979.0548186,39.23023926,4.31113678,6.586140831,2.069969887,7.796412601,20.37526947,2066.008733,13.58993254,19.59237321
Rice,21.14072627,666.6959494,89.26680725,9.45758215,6.46199487,2.142433224,14.99619489,24.5291245,2015.1816,9.73397415,25.9071702
Wheat,32.71963828,1538.827679,21.96722356,4.542016358,6.511661617,0.814708081,16.10648408,14.56985459,2547.997778,13.66241047,14.82074236
Wheat,33.59144084,503.6681341,60.86359799,11.7214974,7.605437532,1.452318614,11.73594084,15.80801927,2668.434956,14.83878723,17.78564715
Soybean,27.82094127,672.0871924,46.3086565,8.102547957,7.667606798,1.783962313,16.64780409,16.66893818,2922.083149,9.300867994,20.85636449
Potato,33.14690116,1363.762791,30.83114675,11.64059362,7.071431083,0.846620142,11.01049799,25.16832974,427.0658302,7.448705727,14.38905795
Barley,37.06409213,1397.020367,50.40479578,6.75292817,6.68729087,1.638716772,14.81321761,33.65674216,2499.680804,10.80627854,25.39847497
Rice,21.83806596,1968.62003,51.53547064,8.488212752,7.321000888,1.526164142,10.9299383,36.50361602,178.9049262,3.687409414,25.05907304
Wheat,34.14061687,551.5130959,73.38109975,6.061913357,8.491003198,1.60527131,13.73212948,16.25837806,486.9079916,3.481256211,19.98192632
Soybean,23.87900122,1193.84636,82.54775098,4.776307811,6.724531254,1.735559689,13.53862925,32.57582152,1218.310437,0.226137274,21.23179472
Sugarcane,15.57047095,1578.955222,29.09102669,11.29251059,8.144628562,1.020929959,15.94357592,28.61935809,1436.804279,7.906261881,13.54645831
Cotton,29.3616948,1918.456931,33.3372665,4.43252623,7.269532105,1.130969593,14.91870448,38.8707873,1726.331244,10.22960563,18.07379666
Tomato,35.46869789,961.8265243,29.67399293,4.283219653,6.467091149,2.168428374,6.719915055,15.84635168,547.8670155,9.604437587,11.49638576
Maize,36.19325239,1034.519563,63.01318392,5.414017541,8.218722052,1.154608769,12.71993296,25.63144931,815.988966,14.07918994,24.27772544
Peanut,21.98731016,1209.522356,87.24475181,10.29542997,6.625846599,0.72719526,6.289936288,30.4086774,818.416774,10.44114958,19.1832283
Potato,30.06571379,1935.917118,43.23882266,9.499132296,7.709818992,2.324767652,7.334884347,24.20974941,2622.229807,11.73353642,23.37199131
Barley,16.23208968,1409.182137,43.01245269,6.371044784,6.088152237,2.243553463,15.02745902,34.05433489,2201.148506,4.281366034,22.30205645
Tomato,31.39464405,1721.420655,55.51389468,8.445075886,7.207149405,0.952990857,16.70074572,34.13337063,1473.125762,5.232961163,24.88520005
Soybean,24.91819408,1484.504002,40.41551219,8.727991014,6.428942655,1.941675245,11.98546605,27.45245855,1987.416939,8.42688184,22.10055441
Potato,37.2516006,760.1790612,71.95533371,8.087868594,5.586651931,2.40387315,13.35530071,13.78303868,2092.521877,7.987860592,18.03695055
Sugarcane,27.42948318,1932.850194,64.93971425,9.101327708,8.22475198,0.541443087,10.92242726,24.02140406,1919.818118,13.89609333,18.97430843
Cotton,17.84603282,1724.781793,32.54455666,5.158199642,7.206326071,2.127547552,7.241711392,14.59785996,631.446155,14.37145703,18.10864048
Maize,35.05218854,590.0060669,72.55258577,8.40072015,8.263384222,1.519993143,12.29427136,36.63937884,1314.542496,7.76755835,23.91353424
Potato,36.85059037,1966.12315,86.48099413,10.1169393,7.979918976,1.887186865,10.32424169,38.29119404,1445.042243,8.030937088,24.14565967
Peanut,37.45792524,856.9661901,83.03036032,6.134304358,6.668206109,1.898236785,11.31344644,34.51907019,521.5048521,2.350087047,20.87818695
Potato,17.93800526,1494.571268,78.82048044,9.649885865,7.037549058,2.201931941,10.85453211,21.2943472,2196.145195,2.847321995,25.59992366
Cotton,16.64740049,1071.029731,69.3629387,5.87863719,7.929281006,0.972849818,5.566636108,19.53424747,1254.071275,3.791998088,18.02875221
Sugarcane,26.16949078,598.69616,44.16260236,6.378915196,7.803320087,1.237206152,19.32419069,19.76169697,263.6178344,11.52288565,12.10721294
Barley,37.54427596,595.8306153,74.68596961,6.210911979,8.196051041,1.591855917,8.595173283,38.82992747,2933.605398,13.87441404,23.89739705
Potato,25.74231932,1006.661671,22.79692325,9.216430643,7.975947065,0.525711357,17.62544114,11.94956287,410.2136093,3.482962672,18.78350818
Cotton,20.20767078,817.5135939,20.58330111,4.029921509,7.904204984,1.421365936,5.444118726,34.90637279,1405.029643,5.794169707,8.728101551
Peanut,18.58696492,1255.758304,49.93203156,4.554114031,5.623373632,1.79260463,7.795281581,38.05236943,1760.41163,2.216894278,20.24403307
Tomato,24.46192064,1725.051579,44.2484991,10.42051197,8.255365613,1.694784007,19.00157602,17.84801028,724.2269547,2.705402864,23.73272367
Wheat,19.85706503,1026.177442,29.39593278,7.801104279,5.944302049,2.402740645,19.6968565,14.16000353,1906.889766,12.94891448,15.10516827
Peanut,29.02520706,1493.062313,80.98936145,6.565006414,5.941020441,1.84048365,10.19229338,38.39843556,1971.144448,7.836976614,23.81294166
Wheat,23.76424661,1291.274785,84.36698504,7.66656634,6.911343859,1.560673837,9.653196643,25.01001985,1160.273975,12.24288654,25.20976417
Barley,31.8879659,1361.203711,81.34898922,11.07512105,7.564296025,0.931052931,6.149612306,30.72566053,2048.848105,13.073331,26.67016213
Peanut,26.70218507,1632.967137,78.35031022,7.507170557,8.317281305,1.316190347,11.36366116,14.15805145,108.4374953,14.9706395,21.68644953
Maize,30.05992485,1806.704894,70.39377629,6.398014731,5.826373092,1.750656851,5.419989836,11.08317826,1373.325532,10.94897583,20.81021235
Tomato,17.23717466,1866.431012,58.92010695,5.474059797,7.05998292,0.846335372,6.155045567,10.98014387,2577.893804,11.03562999,18.36812461
Tomato,16.73403781,626.9402575,79.95838009,5.67829171,7.789300066,0.75930829,19.1565887,13.23848872,77.61509749,11.31489837,20.42940625
Soybean,21.83191065,1522.13859,68.51573634,9.740779695,7.329518269,1.323661083,8.944143955,30.19177913,1890.144414,6.382000915,23.95339772
Potato,27.4585618,1142.100241,56.15487097,11.33227647,8.345590647,2.108472612,10.18297315,10.19139108,1996.65379,1.900548251,24.51960786
Peanut,30.66819758,1355.842899,84.46705032,10.54654052,5.82652495,2.497624266,18.5678563,12.48019042,2911.856024,0.685010039,28.35160918
Maize,18.04814914,1132.99344,41.81113284,11.33941416,6.952627342,1.231789187,12.27079612,28.15054435,2326.768192,4.072412884,15.7807755
Peanut,22.20457294,871.3783895,33.18791618,10.92306627,6.541957821,2.496740616,17.47693758,34.16873814,1367.768547,14.89965848,12.46202364
Peanut,30.0169345,1880.244849,24.15489568,7.709094902,8.184640061,2.269359298,9.159915194,25.38442495,1759.598495,14.09299581,21.33352049
Cotton,16.99263862,904.0775324,87.81969371,11.2235045,5.541042498,1.093077571,15.65501723,24.06462829,2199.521616,14.50840541,18.41987307
Rice,38.62204341,780.9565664,55.61041453,9.185719925,6.061192152,1.168560526,18.73942854,28.75190721,2874.45068,5.921038237,19.19540899
Wheat,37.20007961,817.663627,64.11359935,6.045583778,6.464651284,0.912676747,19.36028897,32.4993261,2203.841599,14.36133787,24.58907269
Maize,19.38057255,724.2398588,76.46274994,6.606517717,6.759171528,2.399992109,7.795508001,26.25550637,2922.058499,14.91752905,15.78062825
Barley,16.77733747,1404.275222,66.00295117,9.324523726,7.935876601,1.400730806,11.37598671,18.06320859,2219.813936,14.90393331,16.62601625
Barley,20.99880213,1846.552436,43.9396737,4.06162241,7.882439497,0.751831766,19.06492469,11.44988811,1233.842045,9.971127391,14.28099196
Rice,39.1395272,1945.475947,74.42352381,10.63749652,8.295929467,1.617060621,7.880889577,20.65497177,2511.766532,6.384557802,24.71221606
Peanut,15.39794595,1399.644931,31.21363207,11.42325088,6.346918975,1.438019378,8.832246064,25.40641182,1028.895067,9.225292424,19.42069547
Rice,21.54200378,835.0960518,63.29080306,10.74226839,6.207338116,2.224658913,15.40237751,29.78431571,1091.327928,13.42259533,23.15762109
Soybean,24.35199435,840.1432781,89.80800311,11.75851088,6.026514194,1.027274579,6.852314074,28.87991249,1261.284705,13.95319821,20.12809062
Cotton,34.11181773,918.346186,25.52066369,8.063430598,7.089946966,1.959465893,13.63535755,33.00173228,2719.062793,10.9630461,22.28764068
Tomato,19.48520962,1084.631366,28.79748972,8.228784734,7.294345765,1.097739577,19.926448,33.51045346,2300.553731,9.644944716,14.31325242
Maize,19.06442845,1675.762963,45.02275833,5.706114654,8.210347335,2.141658962,5.379637185,18.45857025,1298.491178,3.210729297,17.27784263
Potato,26.98975677,1872.66911,25.26177086,10.39837998,6.145977695,1.65993571,10.07665464,15.51256231,2777.363918,13.50479982,17.08688679
Peanut,22.93793039,1379.654768,57.9976492,4.34788845,7.855729075,1.224943328,5.700191307,16.33148642,1335.245929,12.69718931,17.01519854
Tomato,27.71838008,704.4197419,28.55688023,8.7879938,8.387380997,2.077328518,16.91321323,28.01169387,446.2959339,3.441910814,15.01697356
Peanut,36.5998334,724.3149862,88.41351175,10.39167217,8.321311997,0.790139317,17.52211016,30.0756503,686.1390281,12.38234674,26.28192683
Potato,36.79631721,1753.20981,39.02274879,9.201376237,5.616706033,2.150457441,9.032827195,35.89247109,1699.388895,12.40011015,25.99651872
Barley,32.05687447,1924.892876,54.4057081,4.077137428,6.071143885,1.908416453,12.72161732,34.05714497,965.957952,13.96084276,18.0356865
Sugarcane,31.19648405,689.4817707,62.7151954,8.019715837,7.676137585,1.298327663,9.735421577,26.25456187,835.6564137,10.18382087,21.02552784
Potato,23.4932735,1584.628759,74.81927741,11.84925639,5.997486639,2.064537631,10.4627193,21.78513104,1643.212369,5.85736242,22.9826147
Wheat,17.64308889,535.7657601,25.10367795,9.537667114,7.624553664,1.166745513,7.74727144,30.66551899,543.6900107,11.951072,12.58575339
Maize,22.97032646,596.1328513,64.51779525,5.620922498,7.925777556,2.339960138,17.90361919,33.34831846,345.9476245,6.194447451,20.79038333
Rice,39.27627983,1596.507149,57.80026238,10.45019673,8.41441891,0.617352122,14.88311519,38.94021598,1008.850267,8.847389558,28.51216538
Soybean,19.93726308,683.1238761,37.25160412,7.108009214,7.436493673,1.78524119,7.095292784,11.31229107,256.7576326,0.689968602,13.07062818
Tomato,22.94167709,1903.887268,57.58913505,11.06937268,7.902614886,1.557910656,13.73710442,19.40648645,1829.457541,1.628655951,20.80866647
Sugarcane,36.59582703,1939.373702,30.860921,6.864884002,6.650028607,2.316103929,15.79835621,35.18793242,2691.829759,0.187550249,21.40360684
Tomato,39.71602582,1036.035063,59.70077437,4.749710007,7.163824721,2.032376327,15.05982742,26.84676065,670.7034538,10.20692918,17.03196406
Rice,33.49751441,1450.125664,89.7358784,10.42012765,5.635709518,2.348519466,13.78931448,26.7812509,1908.066865,1.408543105,28.98559035
Cotton,17.87925512,1439.939283,71.51106361,4.062103894,7.996834103,1.715473844,5.079140986,29.85285946,2457.976571,13.15096097,20.72130035
Cotton,31.32071367,1054.728278,42.5566235,11.74890847,6.796661279,1.344859528,17.18074359,38.77245143,2222.866061,6.871254111,17.91948148
Tomato,35.08753421,1781.18002,23.03059324,7.82313147,7.736011265,1.119368982,13.08927816,34.80459283,1276.256669,2.129333709,24.56106573
Potato,23.83538481,1416.190018,78.0073682,11.74453316,7.408664093,1.18926423,11.57590903,30.51501874,2904.387991,14.75719431,26.08337048
Sugarcane,19.37650335,1121.150791,44.85349187,11.81044551,7.618075583,1.615237497,10.16543431,35.85448794,175.0981124,3.24416971,18.17889227
Wheat,37.31981023,996.4034328,89.02475369,9.896425206,6.552817944,1.069980005,16.23447013,11.14039301,1252.211079,8.580280517,19.68661265
Rice,35.86482963,677.1831723,83.37400754,5.855885352,7.57246819,1.612946073,16.44890329,14.57629061,2459.731885,9.757000271,26.05557248
Cotton,16.21024266,891.3378355,57.04516069,5.214773951,5.961257003,0.508831784,19.93968317,27.18543524,937.5312413,6.2912463,14.11974768
Cotton,26.19983258,1546.298451,34.47859213,4.933596696,6.883895148,2.385049089,18.5504777,21.72054965,1738.734601,11.59838,20.78153308
Peanut,30.47498662,590.9748658,84.17059535,6.646896435,7.039848769,2.308717935,15.60920393,13.8308699,2092.597157,8.934278238,24.53860189
Rice,23.0359036,1366.083805,46.8642197,7.192868274,6.831236408,2.006743465,16.31958093,13.47406038,1575.409486,11.56283139,13.58936963
Maize,18.64866588,1183.433674,62.74621082,6.48770253,8.438015558,1.518361995,9.162373658,29.89194884,2545.898876,4.867559564,19.464433
Sugarcane,18.42414582,786.8274275,89.90279415,7.507789297,7.177153839,1.528859943,14.46426664,23.41905852,1088.721603,5.614026917,21.1502297
Soybean,25.53320402,985.8891731,77.73992371,5.303268392,7.315145854,2.444022433,7.910159132,22.51631576,2167.682432,6.461478212,16.27798732
Rice,33.85895416,1264.499925,41.23065578,10.24332764,6.301248987,0.903479075,9.009760831,17.62703997,1078.416578,14.90773507,15.39160112
Sugarcane,27.76521327,959.0021708,54.06623307,6.98281706,5.505139882,0.791882906,5.985806882,22.81953059,1385.088327,2.404402318,16.22340018
Potato,29.39343635,1301.510029,45.74653017,11.74829856,8.15007629,2.282803281,8.908600082,32.47560964,1696.472099,8.589761251,17.47753662
Maize,17.60602487,1448.879726,37.67394142,5.843245521,6.987507993,2.110416768,15.04926618,29.37791934,1561.532643,3.908535423,21.04947207
Sugarcane,31.56445988,1058.01792,55.04419354,10.08892513,6.581301344,2.394235505,10.7347341,20.78380345,1424.39411,8.701797144,19.39458001
Potato,39.89276555,1669.212333,84.09990568,6.707847053,8.466568109,1.70800645,15.30306686,14.30403292,2800.828381,6.661427048,28.4345498
Potato,30.15345245,551.2541392,42.97261279,4.743278756,5.920212215,1.728721756,5.988214159,38.02583604,2177.494,13.12709816,22.69565107
Tomato,18.81683628,577.3636207,70.3784467,8.752687914,7.297458936,1.518235148,17.31397983,30.9684026,1667.099373,1.062087202,19.16427058
Rice,25.55594192,912.8698953,68.79485885,6.40930358,7.040539679,2.153381444,11.03766932,39.62612925,1191.82884,5.28434793,19.62417683
Wheat,31.96289064,1036.17834,68.50999102,7.459764488,7.993754588,1.172110188,7.684003813,20.33257803,1578.748743,13.13861262,22.19272546
Cotton,28.51133559,767.7847555,36.59232662,11.19324288,7.45490423,2.035174685,11.90876965,13.19104046,2926.883416,2.424853,15.67233515
Maize,38.22349659,874.5768018,69.59390412,8.411050602,7.027638184,1.35967327,7.277491443,14.61271191,2624.321852,7.725019757,20.64143813
Barley,26.73289228,1209.331739,27.68485622,4.426581572,6.842630354,1.571041372,7.109472329,36.46701075,479.6019066,9.317954687,17.48302775
Wheat,17.15784314,1121.411509,24.76268278,4.151612603,7.457673701,1.486988088,5.96252089,28.02725262,613.0871564,9.008294201,15.99613427
Wheat,35.41544867,719.7348441,45.03894698,8.438204465,6.998735118,1.71581042,19.04383783,12.66010554,1698.898625,8.04151598,21.87575746
Tomato,15.24546353,669.9224252,79.84378179,10.7431195,8.04723056,1.083773131,17.62916071,18.84257522,1153.81127,1.846081286,16.10828594
Wheat,17.00097621,1679.989706,21.65811265,5.704573438,6.403548092,0.749808821,7.442497291,11.41406816,2897.610643,9.534788036,18.55903596
Barley,33.43288044,1373.815075,73.95318348,10.07341762,7.470505821,1.902011505,11.49543255,26.49004224,624.951539,5.062710587,23.91607564
Wheat,29.42867768,825.5608381,30.22677726,10.03434506,6.810781433,1.833215104,10.55265316,38.51160013,593.0319303,4.741675725,20.45659225
Rice,38.02194439,1895.668984,69.76255407,4.561109487,7.013361389,0.749312822,5.516495989,32.44515263,2335.264084,1.912295246,26.91994633
Peanut,19.63902931,1507.03715,89.20549853,7.219792425,5.667082775,1.188882575,19.07174738,22.15967508,1757.794351,0.925573183,25.5018702
Sugarcane,29.63582135,655.8465201,60.85773135,4.023381819,8.420627374,1.761909117,6.754699555,10.4649546,747.2367093,11.91218463,15.51775287
Potato,19.62644295,1809.706601,56.98217118,10.47499026,6.165828926,1.99827192,19.20920041,21.37912385,2752.080646,1.52018811,21.51078337
Sugarcane,21.39814006,1064.542738,57.04279015,6.526504429,6.584369083,1.397294105,8.576960514,34.11943695,2357.354316,5.343428279,20.16627514
Potato,20.11541401,1497.262129,42.90233229,6.225320386,6.879082387,1.815499594,18.67721312,20.35036207,1528.449476,1.518477746,17.39712406
Soybean,38.9140585,1315.220604,53.93391948,5.113015766,5.926704692,1.25795912,14.10914256,15.58740867,2812.863844,3.498606052,27.42318933
Soybean,21.08358466,785.7079089,85.62364306,8.537717977,5.584506444,1.615752351,18.15405423,14.32090406,1120.957773,11.01006834,16.97478645
Sugarcane,17.92053041,1901.032647,55.7239276,6.786092554,8.152177609,2.148845282,8.375492688,37.67812998,1603.731526,7.192123016,20.84091009
Sugarcane,39.06056851,845.7815133,68.64870094,10.80227297,5.571897885,1.316933499,16.11255518,12.16816389,1922.119581,3.445387871,18.67800254
